$Trinity Lake spillway release year 2016 YC 08/25/22,
",,,",
Jday,TRN / Spill Flow / Spill Release - cms
195.333,0.0283
195.375,0.0283
195.417,0.0283
195.458,0.0283
195.5,0.0283
195.542,0.0283
195.583,0.0283
195.625,0.0283
195.667,0.0283
195.708,0.0283
195.75,0.0283
195.792,0.0283
195.833,0.0283
195.875,0.0283
195.917,0.0283
195.958,0.0283
196,0.0283
196.042,0.0283
196.083,0.0283
196.125,0.0283
196.167,0.0283
196.208,0.0283
196.25,0.0283
196.292,0.0283
196.333,0.0283
196.375,0.0283
196.417,0.0283
196.458,0.0283
196.5,0.0283
196.542,0.0283
196.583,0.0283
196.625,0.0283
196.667,0.0283
196.708,0.0283
196.75,0.0283
196.792,0.0283
196.833,0.0283
196.875,0.0283
196.917,0.0283
196.958,0.0283
197,0.0283
197.042,0.0283
197.083,0.0283
197.125,0.0283
197.167,0.0283
197.208,0.0283
197.25,0.0283
197.292,0.0283
197.333,0.0283
197.375,0.0283
197.417,0.0283
197.458,0.0283
197.5,0.0283
197.542,0.0283
197.583,0.0283
197.625,0.0283
197.667,0.0283
197.708,0.0283
197.75,0.0283
197.792,0.0283
197.833,0.0283
197.875,0.0283
197.917,0.0283
197.958,0.0283
198,0.0283
198.042,0.0283
198.083,0.0283
198.125,0.0283
198.167,0.0283
198.208,0.0283
198.25,0.0283
198.292,0.0283
198.333,0.0283
198.375,0.0283
198.417,0.0283
198.458,0.0283
198.5,0.0283
198.542,0.0283
198.583,0.0283
198.625,0.0283
198.667,0.0283
198.708,0.0283
198.75,0.0283
198.792,0.0283
198.833,0.0283
198.875,0.0283
198.917,0.0283
198.958,0.0283
199,0.0283
199.042,0.0283
199.083,0.0283
199.125,0.0283
199.167,0.0283
199.208,0.0283
199.25,0.0283
199.292,0.0283
199.333,0.0283
199.375,0.0283
199.417,0.0283
199.458,0.0283
199.5,0.0283
199.542,0.0283
199.583,0.0283
199.625,0.0283
199.667,0.0283
199.708,0.0283
199.75,0.0283
199.792,0.0283
199.833,0.0283
199.875,0.0283
199.917,0.0283
199.958,0.0283
200,0.0283
200.042,0.0283
200.083,0.0283
200.125,0.0283
200.167,0.0283
200.208,0.0283
200.25,0.0283
200.292,0.0283
200.333,0.0283
200.375,0.0283
200.417,0.0283
200.458,0.0283
200.5,0.0283
200.542,0.0283
200.583,0.0283
200.625,0.0283
200.667,0.0283
200.708,0.0283
200.75,0.0283
200.792,0.0283
200.833,0.0283
200.875,0.0283
200.917,0.0283
200.958,0.0283
201,0.0283
201.042,0.0283
201.083,0.0283
201.125,0.0283
201.167,0.0283
201.208,0.0283
201.25,0.0283
201.292,0.0283
201.333,0.0283
201.375,0.0283
201.417,0.0283
201.458,0.0283
201.5,0.0283
201.542,0.0283
201.583,0.0283
201.625,0.0283
201.667,0.0283
201.708,0.0283
201.75,0.0283
201.792,0.0283
201.833,0.0283
201.875,0.0283
201.917,0.0283
201.958,0.0283
202,0.0283
202.042,0.0283
202.083,0.0283
202.125,0.0283
202.167,0.0283
202.208,0.0283
202.25,0.0283
202.292,0.0283
202.333,0.0283
202.375,0.0283
202.417,0.0283
202.458,0.0283
202.5,0.0283
202.542,0.0283
202.583,0.0283
202.625,0.0283
202.667,0.0283
202.708,0.0283
202.75,0.0283
202.792,0.0283
202.833,0.0283
202.875,0.0283
202.917,0.0283
202.958,0.0283
203,0.0283
203.042,0.0283
203.083,0.0283
203.125,0.0283
203.167,0.0283
203.208,0.0283
203.25,0.0283
203.292,0.0283
203.333,0.0283
203.375,0.0283
203.417,0.0283
203.458,0.0283
203.5,0.0283
203.542,0.0283
203.583,0.0283
203.625,0.0283
203.667,0.0283
203.708,0.0283
203.75,0.0283
203.792,0.0283
203.833,0.0283
203.875,0.0283
203.917,0.0283
203.958,0.0283
204,0.0283
204.042,0.0283
204.083,0.0283
204.125,0.0283
204.167,0.0283
204.208,0.0283
204.25,0.0283
204.292,0.0283
204.333,0.0283
204.375,0.0283
204.417,0.0283
204.458,0.0283
204.5,0.0283
204.542,0.0283
204.583,0.0283
204.625,0.0283
204.667,0.0283
204.708,0.0283
204.75,0.0283
204.792,0.0283
204.833,0.0283
204.875,0.0283
204.917,0.0283
204.958,0.0283
205,0.0283
205.042,0.0283
205.083,0.0283
205.125,0.0283
205.167,0.0283
205.208,0.0283
205.25,0.0283
205.292,0.0283
205.333,0.0283
205.375,0.0283
205.417,0.0283
205.458,0.0283
205.5,0.0283
205.542,0.0283
205.583,0.0283
205.625,0.0283
205.667,0.0283
205.708,0.0283
205.75,0.0283
205.792,0.0283
205.833,0.0283
205.875,0.0283
205.917,0.0283
205.958,0.0283
206,0.0283
206.042,0.0283
206.083,0.0283
206.125,0.0283
206.167,0.0283
206.208,0.0283
206.25,0.0283
206.292,0.0283
206.333,0.0283
206.375,0.0283
206.417,0.0283
206.458,0.0283
206.5,0.0283
206.542,0.0283
206.583,0.0283
206.625,0.0283
206.667,0.0283
206.708,0.0283
206.75,0.0283
206.792,0.0283
206.833,0.0283
206.875,0.0283
206.917,0.0283
206.958,0.0283
207,0.0283
207.042,0.0283
207.083,0.0283
207.125,0.0283
207.167,0.0283
207.208,0.0283
207.25,0.0283
207.292,0.0283
207.333,0.0283
207.375,0.0283
207.417,0.0283
207.458,0.0283
207.5,0.0283
207.542,0.0283
207.583,0.0283
207.625,0.0283
207.667,0.0283
207.708,0.0283
207.75,0.0283
207.792,0.0283
207.833,0.0283
207.875,0.0283
207.917,0.0283
207.958,0.0283
208,0.0283
208.042,0.0283
208.083,0.0283
208.125,0.0283
208.167,0.0283
208.208,0.0283
208.25,0.0283
208.292,0.0283
208.333,0.0283
208.375,0.0283
208.417,0.0283
208.458,0.0283
208.5,0.0283
208.542,0.0283
208.583,0.0283
208.625,0.0283
208.667,0.0283
208.708,0.0283
208.75,0.0283
208.792,0.0283
208.833,0.0283
208.875,0.0283
208.917,0.0283
208.958,0.0283
209,0.0283
209.042,0.0283
209.083,0.0283
209.125,0.0283
209.167,0.0283
209.208,0.0283
209.25,0.0283
209.292,0.0283
209.333,0.0283
209.375,0.0283
209.417,0.0283
209.458,0.0283
209.5,0.0283
209.542,0.0283
209.583,0.0283
209.625,0.0283
209.667,0.0283
209.708,0.0283
209.75,0.0283
209.792,0.0283
209.833,0.0283
209.875,0.0283
209.917,0.0283
209.958,0.0283
210,0.0283
210.042,0.0283
210.083,0.0283
210.125,0.0283
210.167,0.0283
210.208,0.0283
210.25,0.0283
210.292,0.0283
210.333,0.0283
210.375,0.0283
210.417,0.0283
210.458,0.0283
210.5,0.0283
210.542,0.0283
210.583,0.0283
210.625,0.0283
210.667,0.0283
210.708,0.0283
210.75,0.0283
210.792,0.0283
210.833,0.0283
210.875,0.0283
210.917,0.0283
210.958,0.0283
211,0.0283
211.042,0.0283
211.083,0.0283
211.125,0.0283
211.167,0.0283
211.208,0.0283
211.25,0.0283
211.292,0.0283
211.333,0.0283
211.375,0.0283
211.417,0.0283
211.458,0.0283
211.5,0.0283
211.542,0.0283
211.583,0.0283
211.625,0.0283
211.667,0.0283
211.708,0.0283
211.75,0.0283
211.792,0.0283
211.833,0.0283
211.875,0.0283
211.917,0.0283
211.958,0.0283
212,0.0283
212.042,0.0283
212.083,0.0283
212.125,0.0283
212.167,0.0283
212.208,0.0283
212.25,0.0283
212.292,0.0283
212.333,0.0283
212.375,0.0283
212.417,0.0283
212.458,0.0283
212.5,0.0283
212.542,0.0283
212.583,0.0283
212.625,0.0283
212.667,0.0283
212.708,0.0283
212.75,0.0283
212.792,0.0283
212.833,0.0283
212.875,0.0283
212.917,0.0283
212.958,0.0283
213,0.0283
213.042,0.0283
213.083,0.0283
213.125,0.0283
213.167,0.0283
213.208,0.0283
213.25,0.0283
213.292,0.0283
213.333,0.0283
213.375,0.0283
213.417,0.0283
213.458,0.0283
213.5,0.0283
213.542,0.0283
213.583,0.0283
213.625,0.0283
213.667,0.0283
213.708,0.0283
213.75,0.0283
213.792,0.0283
213.833,0.0283
213.875,0.0283
213.917,0.0283
213.958,0.0283
214,0.0283
214.042,0.0283
214.083,0.0283
214.125,0.0283
214.167,0.0283
214.208,0.0283
214.25,0.0283
214.292,0.0283
214.333,0.0283
214.375,0.0283
214.417,0.0283
214.458,0.0283
214.5,0.0283
214.542,0.0283
214.583,0.0283
214.625,0.0283
214.667,0.0283
214.708,0.0283
214.75,0.0283
214.792,0.0283
214.833,0.0283
214.875,0.0283
214.917,0.0283
214.958,0.0283
215,0.0283
215.042,0.0283
215.083,0.0283
215.125,0.0283
215.167,0.0283
215.208,0.0283
215.25,0.0283
215.292,0.0283
215.333,0.0283
215.375,0.0283
215.417,0.0283
215.458,0.0283
215.5,0.0283
215.542,0.0283
215.583,0.0283
215.625,0.0283
215.667,0.0283
215.708,0.0283
215.75,0.0283
215.792,0.0283
215.833,0.0283
215.875,0.0283
215.917,0.0283
215.958,0.0283
216,0.0283
216.042,0.0283
216.083,0.0283
216.125,0.0283
216.167,0.0283
216.208,0.0283
216.25,0.0283
216.292,0.0283
216.333,0.0283
216.375,0.0283
216.417,0.0283
216.458,0.0283
216.5,0.0283
216.542,0.0283
216.583,0.0283
216.625,0.0283
216.667,0.0283
216.708,0.0283
216.75,0.0283
216.792,0.0283
216.833,0.0283
216.875,0.0283
216.917,0.0283
216.958,0.0283
217,0.0283
217.042,0.0283
217.083,0.0283
217.125,0.0283
217.167,0.0283
217.208,0.0283
217.25,0.0283
217.292,0.0283
217.333,0.0283
217.375,0.0283
217.417,0.0283
217.458,0.0283
217.5,0.0283
217.542,0.0283
217.583,0.0283
217.625,0.0283
217.667,0.0283
217.708,0.0283
217.75,0.0283
217.792,0.0283
217.833,0.0283
217.875,0.0283
217.917,0.0283
217.958,0.0283
218,0.0283
218.042,0.0283
218.083,0.0283
218.125,0.0283
218.167,0.0283
218.208,0.0283
218.25,0.0283
218.292,0.0283
218.333,0.0283
218.375,0.0283
218.417,0.0283
218.458,0.0283
218.5,0.0283
218.542,0.0283
218.583,0.0283
218.625,0.0283
218.667,0.0283
218.708,0.0283
218.75,0.0283
218.792,0.0283
218.833,0.0283
218.875,0.0283
218.917,0.0283
218.958,0.0283
219,0.0283
219.042,0.0283
219.083,0.0283
219.125,0.0283
219.167,0.0283
219.208,0.0283
219.25,0.0283
219.292,0.0283
219.333,0.0283
219.375,0.0283
219.417,0.0283
219.458,0.0283
219.5,0.0283
219.542,0.0283
219.583,0.0283
219.625,0.0283
219.667,0.0283
219.708,0.0283
219.75,0.0283
219.792,0.0283
219.833,0.0283
219.875,0.0283
219.917,0.0283
219.958,0.0283
220,0.0283
220.042,0.0283
220.083,0.0283
220.125,0.0283
220.167,0.0283
220.208,0.0283
220.25,0.0283
220.292,0.0283
220.333,0.0283
220.375,0.0283
220.417,0.0283
220.458,0.0283
220.5,0.0283
220.542,0.0283
220.583,0.0283
220.625,0.0283
220.667,0.0283
220.708,0.0283
220.75,0.0283
220.792,0.0283
220.833,0.0283
220.875,0.0283
220.917,0.0283
220.958,0.0283
221,0.0283
221.042,0.0283
221.083,0.0283
221.125,0.0283
221.167,0.0283
221.208,0.0283
221.25,0.0283
221.292,0.0283
221.333,0.0283
221.375,0.0283
221.417,0.0283
221.458,0.0283
221.5,0.0283
221.542,0.0283
221.583,0.0283
221.625,0.0283
221.667,0.0283
221.708,0.0283
221.75,0.0283
221.792,0.0283
221.833,0.0283
221.875,0.0283
221.917,0.0283
221.958,0.0283
222,0.0283
222.042,0.0283
222.083,0.0283
222.125,0.0283
222.167,0.0283
222.208,0.0283
222.25,0.0283
222.292,0.0283
222.333,0.0283
222.375,0.0283
222.417,0.0283
222.458,0.0283
222.5,0.0283
222.542,0.0283
222.583,0.0283
222.625,0.0283
222.667,0.0283
222.708,0.0283
222.75,0.0283
222.792,0.0283
222.833,0.0283
222.875,0.0283
222.917,0.0283
222.958,0.0283
223,0.0283
223.042,0.0283
223.083,0.0283
223.125,0.0283
223.167,0.0283
223.208,0.0283
223.25,0.0283
223.292,0.0283
223.333,0.0283
223.375,0.0283
223.417,0.0283
223.458,0.0283
223.5,0.0283
223.542,0.0283
223.583,0.0283
223.625,0.0283
223.667,0.0283
223.708,0.0283
223.75,0.0283
223.792,0.0283
223.833,0.0283
223.875,0.0283
223.917,0.0283
223.958,0.0283
224,0.0283
224.042,0.0283
224.083,0.0283
224.125,0.0283
224.167,0.0283
224.208,0.0283
224.25,0.0283
224.292,0.0283
224.333,0.0283
224.375,0.0283
224.417,0.0283
224.458,0.0283
224.5,0.0283
224.542,0.0283
224.583,0.0283
224.625,0.0283
224.667,0.0283
224.708,0.0283
224.75,0.0283
224.792,0.0283
224.833,0.0283
224.875,0.0283
224.917,0.0283
224.958,0.0283
225,0.0283
225.042,0.0283
225.083,0.0283
225.125,0.0283
225.167,0.0283
225.208,0.0283
225.25,0.0283
225.292,0.0283
225.333,0.0283
225.375,0.0283
225.417,0.0283
225.458,0.0283
225.5,0.0283
225.542,0.0283
225.583,0.0283
225.625,0.0283
225.667,0.0283
225.708,0.0283
225.75,0.0283
225.792,0.0283
225.833,0.0283
225.875,0.0283
225.917,0.0283
225.958,0.0283
226,0.0283
226.042,0.0283
226.083,0.0283
226.125,0.0283
226.167,0.0283
226.208,0.0283
226.25,0.0283
226.292,0.0283
226.333,0.0283
226.375,0.0283
226.417,0.0283
226.458,0.0283
226.5,0.0283
226.542,0.0283
226.583,0.0283
226.625,0.0283
226.667,0.0283
226.708,0.0283
226.75,0.0283
226.792,0.0283
226.833,0.0283
226.875,0.0283
226.917,0.0283
226.958,0.0283
227,0.0283
227.042,0.0283
227.083,0.0283
227.125,0.0283
227.167,0.0283
227.208,0.0283
227.25,0.0283
227.292,0.0283
227.333,0.0283
227.375,0.0283
227.417,0.0283
227.458,0.0283
227.5,0.0283
227.542,0.0283
227.583,0.0283
227.625,0.0283
227.667,0.0283
227.708,0.0283
227.75,0.0283
227.792,0.0283
227.833,0.0283
227.875,0.0283
227.917,0.0283
227.958,0.0283
228,0.0283
228.042,0.0283
228.083,0.0283
228.125,0.0283
228.167,0.0283
228.208,0.0283
228.25,0.0283
228.292,0.0283
228.333,0.0283
228.375,0.0283
228.417,0.0283
228.458,0.0283
228.5,0.0283
228.542,0.0283
228.583,0.0283
228.625,0.0283
228.667,0.0283
228.708,0.0283
228.75,0.0283
228.792,0.0283
228.833,0.0283
228.875,0.0283
228.917,0.0283
228.958,0.0283
229,0.0283
229.042,0.0283
229.083,0.0283
229.125,0.0283
229.167,0.0283
229.208,0.0283
229.25,0.0283
229.292,0.0283
229.333,0.0283
229.375,0.0283
229.417,0.0283
229.458,0.0283
229.5,0.0283
229.542,0.0283
229.583,0.0283
229.625,0.0283
229.667,0.0283
229.708,0.0283
229.75,0.0283
229.792,0.0283
229.833,0.0283
229.875,0.0283
229.917,0.0283
229.958,0.0283
230,0.0283
230.042,0.0283
230.083,0.0283
230.125,0.0283
230.167,0.0283
230.208,0.0283
230.25,0.0283
230.292,0.0283
230.333,0.0283
230.375,0.0283
230.417,0.0283
230.458,0.0283
230.5,0.0283
230.542,0.0283
230.583,0.0283
230.625,0.0283
230.667,0.0283
230.708,0.0283
230.75,0.0283
230.792,0.0283
230.833,0.0283
230.875,0.0283
230.917,0.0283
230.958,0.0283
231,0.0283
231.042,0.0283
231.083,0.0283
231.125,0.0283
231.167,0.0283
231.208,0.0283
231.25,0.0283
231.292,0.0283
231.333,0.0283
231.375,0.0283
231.417,0.0283
231.458,0.0283
231.5,0.0283
231.542,0.0283
231.583,0.0283
231.625,0.0283
231.667,0.0283
231.708,0.0283
231.75,0.0283
231.792,0.0283
231.833,0.0283
231.875,0.0283
231.917,0.0283
231.958,0.0283
232,0.0283
232.042,0.0283
232.083,0.0283
232.125,0.0283
232.167,0.0283
232.208,0.0283
232.25,0.0283
232.292,0.0283
232.333,0.0283
232.375,0.0283
232.417,0.0283
232.458,0.0283
232.5,0.0283
232.542,0.0283
232.583,0.0283
232.625,0.0283
232.667,0.0283
232.708,0.0283
232.75,0.0283
232.792,0.0283
232.833,0.0283
232.875,0.0283
232.917,0.0283
232.958,0.0283
233,0.0283
233.042,0.0283
233.083,0.0283
233.125,0.0283
233.167,0.0283
233.208,0.0283
233.25,0.0283
233.292,0.0283
233.333,0.0283
233.375,0.0283
233.417,0.0283
233.458,0.0283
233.5,0.0283
233.542,0.0283
233.583,0.0283
233.625,0.0283
233.667,0.0283
233.708,0.0283
233.75,0.0283
233.792,0.0283
233.833,0.0283
233.875,0.0283
233.917,0.0283
233.958,0.0283
234,0.0283
234.042,0.0283
234.083,0.0283
234.125,0.0283
234.167,0.0283
234.208,0.0283
234.25,0.0283
234.292,0.0283
234.333,0.0283
234.375,0.0283
234.417,0.0283
234.458,0.0283
234.5,0.0283
234.542,0.0283
234.583,0.0283
234.625,0.0283
234.667,0.0283
234.708,0.0283
234.75,0.0283
234.792,0.0283
234.833,0.0283
234.875,0.0283
234.917,0.0283
234.958,0.0283
235,0.0283
235.042,0.0283
235.083,0.0283
235.125,0.0283
235.167,0.0283
235.208,0.0283
235.25,0.0283
235.292,0.0283
235.333,0.0283
235.375,0.0283
235.417,0.0283
235.458,0.0283
235.5,0.0283
235.542,0.0283
235.583,0.0283
235.625,0.0283
235.667,0.0283
235.708,0.0283
235.75,0.0283
235.792,0.0283
235.833,0.0283
235.875,0.0283
235.917,0.0283
235.958,0.0283
236,0.0283
236.042,0.0283
236.083,0.0283
236.125,0.0283
236.167,0.0283
236.208,0.0283
236.25,0.0283
236.292,0.0283
236.333,0.0283
236.375,0.0283
236.417,0.0283
236.458,0.0283
236.5,0.0283
236.542,0.0283
236.583,0.0283
236.625,0.0283
236.667,0.0283
236.708,0.0283
236.75,0.0283
236.792,0.0283
236.833,0.0283
236.875,0.0283
236.917,0.0283
236.958,0.0283
237,0.0283
237.042,0.0283
237.083,0.0283
237.125,0.0283
237.167,0.0283
237.208,0.0283
237.25,0.0283
237.292,0.0283
237.333,0.0283
237.375,0.0283
237.417,0.0283
237.458,0.0283
237.5,0.0283
237.542,0.0283
237.583,0.0283
237.625,0.0283
237.667,0.0283
237.708,0.0283
237.75,0.0283
237.792,0.0283
237.833,0.0283
237.875,0.0283
237.917,0.0283
237.958,0.0283
238,0.0283
238.042,0.0283
238.083,0.0283
238.125,0.0283
238.167,0.0283
238.208,0.0283
238.25,0.0283
238.292,0.0283
238.333,0.0283
238.375,0.0283
238.417,0.0283
238.458,0.0283
238.5,0.0283
238.542,0.0283
238.583,0.0283
238.625,0.0283
238.667,0.0283
238.708,0.0283
238.75,0.0283
238.792,0.0283
238.833,0.0283
238.875,0.0283
238.917,0.0283
238.958,0.0283
239,0.0283
239.042,0.0283
239.083,0.0283
239.125,0.0283
239.167,0.0283
239.208,0.0283
239.25,0.0283
239.292,0.0283
239.333,0.0283
239.375,0.0283
239.417,0.0283
239.458,0.0283
239.5,0.0283
239.542,0.0283
239.583,0.0283
239.625,0.0283
239.667,0.0283
239.708,0.0283
239.75,0.0283
239.792,0.0283
239.833,0.0283
239.875,0.0283
239.917,0.0283
239.958,0.0283
240,0.0283
240.042,0.0283
240.083,0.0283
240.125,0.0283
240.167,0.0283
240.208,0.0283
240.25,0.0283
240.292,0.0283
240.333,0.0283
240.375,0.0283
240.417,0.0283
240.458,0.0283
240.5,0.0283
240.542,0.0283
240.583,0.0283
240.625,0.0283
240.667,0.0283
240.708,0.0283
240.75,0.0283
240.792,0.0283
240.833,0.0283
240.875,0.0283
240.917,0.0283
240.958,0.0283
241,0.0283
241.042,0.0283
241.083,0.0283
241.125,0.0283
241.167,0.0283
241.208,0.0283
241.25,0.0283
241.292,0.0283
241.333,0.0283
241.375,0.0283
241.417,0.0283
241.458,0.0283
241.5,0.0283
241.542,0.0283
241.583,0.0283
241.625,0.0283
241.667,0.0283
241.708,0.0283
241.75,0.0283
241.792,0.0283
241.833,0.0283
241.875,0.0283
241.917,0.0283
241.958,0.0283
242,0.0283
242.042,0.0283
242.083,0.0283
242.125,0.0283
242.167,0.0283
242.208,0.0283
242.25,0.0283
242.292,0.0283
242.333,0.0283
242.375,0.0283
242.417,0.0283
242.458,0.0283
242.5,0.0283
242.542,0.0283
242.583,0.0283
242.625,0.0283
242.667,0.0283
242.708,0.0283
242.75,0.0283
242.792,0.0283
242.833,0.0283
242.875,0.0283
242.917,0.0283
242.958,0.0283
243,0.0283
243.042,0.0283
243.083,0.0283
243.125,0.0283
243.167,0.0283
243.208,0.0283
243.25,0.0283
243.292,0.0283
243.333,0.0283
243.375,0.0283
243.417,0.0283
243.458,0.0283
243.5,0.0283
243.542,0.0283
243.583,0.0283
243.625,0.0283
243.667,0.0283
243.708,0.0283
243.75,0.0283
243.792,0.0283
243.833,0.0283
243.875,0.0283
243.917,0.0283
243.958,0.0283
244,0.0283
244.042,0.0283
244.083,0.0283
244.125,0.0283
244.167,0.0283
244.208,0.0283
244.25,0.0283
244.292,0.0283
244.333,0.0283
244.375,0.0283
244.417,0.0283
244.458,0.0283
244.5,0.0283
244.542,0.0283
244.583,0.0283
244.625,0.0283
244.667,0.0283
244.708,0.0283
244.75,0.0283
244.792,0.0283
244.833,0.0283
244.875,0.0283
244.917,0.0283
244.958,0.0283
245,0.0283
245.042,0.0283
245.083,0.0283
245.125,0.0283
245.167,0.0283
245.208,0.0283
245.25,0.0283
245.292,0.0283
245.333,0.0283
245.375,0.0283
245.417,0.0283
245.458,0.0283
245.5,0.0283
245.542,0.0283
245.583,0.0283
245.625,0.0283
245.667,0.0283
245.708,0.0283
245.75,0.0283
245.792,0.0283
245.833,0.0283
245.875,0.0283
245.917,0.0283
245.958,0.0283
246,0.0283
246.042,0.0283
246.083,0.0283
246.125,0.0283
246.167,0.0283
246.208,0.0283
246.25,0.0283
246.292,0.0283
246.333,0.0283
246.375,0.0283
246.417,0.0283
246.458,0.0283
246.5,0.0283
246.542,0.0283
246.583,0.0283
246.625,0.0283
246.667,0.0283
246.708,0.0283
246.75,0.0283
246.792,0.0283
246.833,0.0283
246.875,0.0283
246.917,0.0283
246.958,0.0283
247,0.0283
247.042,0.0283
247.083,0.0283
247.125,0.0283
247.167,0.0283
247.208,0.0283
247.25,0.0283
247.292,0.0283
247.333,0.0283
247.375,0.0283
247.417,0.0283
247.458,0.0283
247.5,0.0283
247.542,0.0283
247.583,0.0283
247.625,0.0283
247.667,0.0283
247.708,0.0283
247.75,0.0283
247.792,0.0283
247.833,0.0283
247.875,0.0283
247.917,0.0283
247.958,0.0283
248,0.0283
248.042,0.0283
248.083,0.0283
248.125,0.0283
248.167,0.0283
248.208,0.0283
248.25,0.0283
248.292,0.0283
248.333,0.0283
248.375,0.0283
248.417,0.0283
248.458,0.0283
248.5,0.0283
248.542,0.0283
248.583,0.0283
248.625,0.0283
248.667,0.0283
248.708,0.0283
248.75,0.0283
248.792,0.0283
248.833,0.0283
248.875,0.0283
248.917,0.0283
248.958,0.0283
249,0.0283
249.042,0.0283
249.083,0.0283
249.125,0.0283
249.167,0.0283
249.208,0.0283
249.25,0.0283
249.292,0.0283
249.333,0.0283
249.375,0.0283
249.417,0.0283
249.458,0.0283
249.5,0.0283
249.542,0.0283
249.583,0.0283
249.625,0.0283
249.667,0.0283
249.708,0.0283
249.75,0.0283
249.792,0.0283
249.833,0.0283
249.875,0.0283
249.917,0.0283
249.958,0.0283
250,0.0283
250.042,0.0283
250.083,0.0283
250.125,0.0283
250.167,0.0283
250.208,0.0283
250.25,0.0283
250.292,0.0283
250.333,0.0283
250.375,0.0283
250.417,0.0283
250.458,0.0283
250.5,0.0283
250.542,0.0283
250.583,0.0283
250.625,0.0283
250.667,0.0283
250.708,0.0283
250.75,0.0283
250.792,0.0283
250.833,0.0283
250.875,0.0283
250.917,0.0283
250.958,0.0283
251,0.0283
251.042,0.0283
251.083,0.0283
251.125,0.0283
251.167,0.0283
251.208,0.0283
251.25,0.0283
251.292,0.0283
251.333,0.0283
251.375,0.0283
251.417,0.0283
251.458,0.0283
251.5,0.0283
251.542,0.0283
251.583,0.0283
251.625,0.0283
251.667,0.0283
251.708,0.0283
251.75,0.0283
251.792,0.0283
251.833,0.0283
251.875,0.0283
251.917,0.0283
251.958,0.0283
252,0.0283
252.042,0.0283
252.083,0.0283
252.125,0.0283
252.167,0.0283
252.208,0.0283
252.25,0.0283
252.292,0.0283
252.333,0.0283
252.375,0.0283
252.417,0.0283
252.458,0.0283
252.5,0.0283
252.542,0.0283
252.583,0.0283
252.625,0.0283
252.667,0.0283
252.708,0.0283
252.75,0.0283
252.792,0.0283
252.833,0.0283
252.875,0.0283
252.917,0.0283
252.958,0.0283
253,0.0283
253.042,0.0283
253.083,0.0283
253.125,0.0283
253.167,0.0283
253.208,0.0283
253.25,0.0283
253.292,0.0283
253.333,0.0283
253.375,0.0283
253.417,0.0283
253.458,0.0283
253.5,0.0283
253.542,0.0283
253.583,0.0283
253.625,0.0283
253.667,0.0283
253.708,0.0283
253.75,0.0283
253.792,0.0283
253.833,0.0283
253.875,0.0283
253.917,0.0283
253.958,0.0283
254,0.0283
254.042,0.0283
254.083,0.0283
254.125,0.0283
254.167,0.0283
254.208,0.0283
254.25,0.0283
254.292,0.0283
254.333,0.0283
254.375,0.0283
254.417,0.0283
254.458,0.0283
254.5,0.0283
254.542,0.0283
254.583,0.0283
254.625,0.0283
254.667,0.0283
254.708,0.0283
254.75,0.0283
254.792,0.0283
254.833,0.0283
254.875,0.0283
254.917,0.0283
254.958,0.0283
255,0.0283
255.042,0.0283
255.083,0.0283
255.125,0.0283
255.167,0.0283
255.208,0.0283
255.25,0.0283
255.292,0.0283
255.333,0.0283
255.375,0.0283
255.417,0.0283
255.458,0.0283
255.5,0.0283
255.542,0.0283
255.583,0.0283
255.625,0.0283
255.667,0.0283
255.708,0.0283
255.75,0.0283
255.792,0.0283
255.833,0.0283
255.875,0.0283
255.917,0.0283
255.958,0.0283
256,0.0283
256.042,0.0283
256.083,0.0283
256.125,0.0283
256.167,0.0283
256.208,0.0283
256.25,0.0283
256.292,0.0283
256.333,0.0283
256.375,0.0283
256.417,0.0283
256.458,0.0283
256.5,0.0283
256.542,0.0283
256.583,0.0283
256.625,0.0283
256.667,0.0283
256.708,0.0283
256.75,0.0283
256.792,0.0283
256.833,0.0283
256.875,0.0283
256.917,0.0283
256.958,0.0283
257,0.0283
257.042,0.0283
257.083,0.0283
257.125,0.0283
257.167,0.0283
257.208,0.0283
257.25,0.0283
257.292,0.0283
257.333,0.0283
257.375,0.0283
257.417,0.0283
257.458,0.0283
257.5,0.0283
257.542,0.0283
257.583,0.0283
257.625,0.0283
257.667,0.0283
257.708,0.0283
257.75,0.0283
257.792,0.0283
257.833,0.0283
257.875,0.0283
257.917,0.0283
257.958,0.0283
258,0.0283
258.042,0.0283
258.083,0.0283
258.125,0.0283
258.167,0.0283
258.208,0.0283
258.25,0.0283
258.292,0.0283
258.333,0.0283
258.375,0.0283
258.417,0.0283
258.458,0.0283
258.5,0.0283
258.542,0.0283
258.583,0.0283
258.625,0.0283
258.667,0.0283
258.708,0.0283
258.75,0.0283
258.792,0.0283
258.833,0.0283
258.875,0.0283
258.917,0.0283
258.958,0.0283
259,0.0283
259.042,0.0283
259.083,0.0283
259.125,0.0283
259.167,0.0283
259.208,0.0283
259.25,0.0283
259.292,0.0283
259.333,0.0283
259.375,0.0283
259.417,0.0283
259.458,0.0283
259.5,0.0283
259.542,0.0283
259.583,0.0283
259.625,0.0283
259.667,0.0283
259.708,0.0283
259.75,0.0283
259.792,0.0283
259.833,0.0283
259.875,0.0283
259.917,0.0283
259.958,0.0283
260,0.0283
260.042,0.0283
260.083,0.0283
260.125,0.0283
260.167,0.0283
260.208,0.0283
260.25,0.0283
260.292,0.0283
260.333,0.0283
260.375,0.0283
260.417,0.0283
