 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
   74.4757,    -99.00,      9.56,     10.03,      0.00,      5.71,     23.33,    301.90,    340.05,    368.81,
   74.5171,      9.41,      9.61,     10.08,      0.65,      5.06,     24.60,    301.90,    340.05,    368.81,
   74.5590,      9.42,      9.61,      9.98,      1.49,      4.22,     26.09,    301.90,    340.05,    368.81,
   74.6008,      9.41,      9.59,      9.89,      2.03,      3.67,     27.25,    301.90,    340.05,    368.81,
   74.6423,      9.40,      9.57,      9.88,      0.00,      5.69,     28.18,    301.90,    340.05,    368.81,
   74.6841,    -99.00,      9.55,      9.90,      0.00,      5.69,     28.94,    301.90,    340.05,    368.81,
   74.7259,    -99.00,      9.55,      9.93,      0.00,      5.69,     29.59,    301.90,    340.05,    368.81,
   74.7676,    -99.00,      9.57,      9.96,      0.00,      5.69,     30.32,    301.90,    340.05,    368.81,
   74.8091,    -99.00,      9.60,      9.98,      0.00,      5.69,     31.09,    301.90,    340.05,    368.81,
   74.8508,    -99.00,      9.65,      9.98,      0.00,      5.69,     31.68,    301.90,    340.05,    368.81,
   74.8924,    -99.00,      9.71,     10.02,      0.00,      5.69,     32.20,    301.90,    340.05,    368.81,
   74.9344,    -99.00,      9.79,     10.12,      0.00,      5.69,     32.51,    301.90,    340.05,    368.81,
   74.9758,      9.40,      9.84,     10.21,      0.94,      4.75,     33.03,    301.90,    340.05,    368.81,
   75.0175,      9.39,      9.85,     10.24,      1.48,      4.21,     33.53,    301.90,    340.05,    368.81,
   75.0592,      9.39,      9.84,     10.24,      1.41,      4.28,     34.11,    301.90,    340.05,    368.81,
   75.1009,      9.40,      9.84,     10.23,      1.46,      4.24,     34.40,    301.90,    340.05,    368.81,
   75.1428,      9.40,      9.82,     10.21,      1.35,      4.35,     34.65,    301.90,    340.05,    368.81,
   75.1843,      9.40,      9.77,     10.20,      1.12,      4.58,     35.11,    301.90,    340.05,    368.81,
   75.2261,      9.39,      9.70,     10.19,      0.00,      5.69,     35.32,    301.90,    340.05,    368.81,
   75.2680,    -99.00,      9.64,     10.18,      0.00,      5.72,     35.52,    301.90,    340.05,    368.81,
   75.3095,    -99.00,      9.61,     10.17,      0.00,      5.70,     35.11,    301.90,    340.05,    368.81,
   75.3512,    -99.00,      9.59,     10.17,      0.00,      5.69,     34.34,    301.90,    340.05,    368.81,
   75.3928,    -99.00,      9.60,     10.20,      0.00,      5.73,     33.93,    301.90,    340.05,    368.81,
   75.4346,    -99.00,      9.60,     10.31,      0.00,      5.71,     33.15,    301.90,    340.05,    368.81,
   75.4763,    -99.00,      9.60,     10.47,      0.00,      5.69,     32.38,    301.90,    340.05,    368.81,
   75.5181,    -99.00,      9.60,     10.66,      0.00,      5.71,     32.00,    301.90,    340.05,    368.81,
   75.5598,    -99.00,      9.61,     10.89,      0.00,      5.69,     31.26,    301.90,    340.05,    368.81,
   75.6015,    -99.00,      9.61,     11.10,      0.00,      5.67,     30.44,    301.90,    340.05,    368.81,
   75.6431,    -99.00,      9.62,     11.29,      0.00,      5.69,     29.99,    301.90,    340.05,    368.81,
   75.6850,    -99.00,      9.63,     11.36,      0.00,      5.71,     29.50,    301.90,    340.05,    368.81,
   75.7264,    -99.00,      9.64,     11.28,      0.00,      5.67,     28.70,    301.90,    340.05,    368.81,
   75.7684,    -99.00,      9.66,     11.22,      0.00,      5.69,     28.18,    301.90,    340.05,    368.81,
   75.8099,    -99.00,      9.67,     11.13,      0.00,      5.69,     27.66,    301.90,    340.05,    368.81,
   75.8517,    -99.00,      9.68,     11.09,      0.00,      5.69,     27.02,    301.90,    340.05,    368.81,
   75.8934,    -99.00,      9.68,     11.07,      0.00,      5.69,     26.37,    301.90,    340.05,    368.81,
   75.9350,    -99.00,      9.67,     11.04,      0.00,      5.69,     25.80,    301.90,    340.05,    368.81,
   75.9768,    -99.00,      9.65,     10.99,      0.00,      5.69,     25.35,    301.90,    340.05,    368.81,
   76.0184,    -99.00,      9.63,     10.94,      0.00,      5.69,     24.82,    301.90,    340.05,    368.81,
   76.0603,    -99.00,      9.62,     10.89,      0.00,      5.69,     24.40,    301.90,    340.05,    368.81,
   76.1020,    -99.00,      9.62,     10.84,      0.00,      5.69,     24.06,    301.90,    340.05,    368.81,
   76.1437,    -99.00,      9.63,     10.79,      0.00,      5.69,     23.85,    301.90,    340.05,    368.81,
   76.1855,    -99.00,      9.63,     10.74,      0.00,      5.69,     23.36,    301.90,    340.05,    368.81,
   76.2270,    -99.00,      9.62,     10.70,      0.00,      5.69,     22.84,    301.90,    340.05,    368.81,
   76.2686,    -99.00,      9.62,     10.66,      0.00,      5.69,     22.32,    301.90,    340.05,    368.81,
   76.3103,    -99.00,      9.62,     10.63,      0.00,      5.69,     21.55,    301.90,    340.05,    368.81,
   76.3521,    -99.00,      9.61,     10.62,      0.00,      5.69,     20.90,    301.90,    340.05,    368.81,
   76.3939,    -99.00,      9.61,     10.66,      0.00,      5.69,     20.10,    301.90,    340.05,    368.81,
   76.4354,    -99.00,      9.62,     10.76,      0.00,      5.69,     19.31,    301.90,    340.05,    368.81,
   76.4771,    -99.00,      9.62,     10.94,      0.00,      5.69,     18.45,    301.90,    340.05,    368.81,
   76.5190,    -99.00,      9.63,     11.20,      0.00,      5.69,     17.85,    301.90,    340.05,    368.81,
   76.5605,    -99.00,      9.62,     11.43,      0.00,      5.69,     17.17,    301.90,    340.05,    368.81,
   76.6023,    -99.00,      9.60,     11.60,      0.00,      5.69,     16.41,    301.90,    340.05,    368.81,
   76.6441,    -99.00,      9.60,     11.71,      0.00,      5.69,     15.87,    301.90,    340.05,    368.81,
   76.6858,    -99.00,      9.60,     11.78,      0.00,      5.65,     15.27,    301.90,    340.05,    368.81,
   76.7272,    -99.00,      9.59,     11.80,      0.00,      5.64,     14.36,    301.90,    340.05,    368.81,
   76.7690,    -99.00,      9.60,     11.79,      0.00,      5.64,     13.61,    301.90,    340.05,    368.81,
   76.8108,    -99.00,      9.62,     11.72,      0.00,      5.64,     13.00,    301.90,    340.05,    368.81,
   76.8525,    -99.00,      9.64,     11.65,      0.00,      5.62,     12.38,    301.90,    340.05,    368.81,
   76.8941,    -99.00,      9.64,     11.60,      0.00,      5.66,     11.85,    301.90,    340.05,    368.81,
   76.9358,    -99.00,      9.66,     11.56,      0.00,      5.64,     11.35,    301.90,    340.05,    368.81,
   76.9777,    -99.00,      9.66,     11.52,      0.00,      5.64,     10.91,    301.90,    340.05,    368.81,
   77.0194,    -99.00,      9.65,     11.49,      0.00,      5.64,     10.57,    301.90,    340.05,    368.81,
   77.0610,    -99.00,      9.64,     11.47,      0.00,      5.63,     10.21,    301.90,    340.05,    368.81,
   77.1025,    -99.00,      9.62,     11.44,      0.00,      5.66,      9.89,    301.90,    340.05,    368.81,
   77.1444,    -99.00,      9.61,     11.42,      0.00,      5.64,      9.43,    301.90,    340.05,    368.81,
   77.1861,    -99.00,      9.62,     11.40,      0.00,      5.64,      8.96,    301.90,    340.05,    368.81,
   77.2277,    -99.00,      9.62,     11.38,      0.00,      5.64,      8.54,    301.90,    340.05,    368.81,
   77.2695,      9.40,      9.63,     11.36,      0.19,      5.43,      8.11,    301.90,    340.05,    368.81,
   77.3113,      9.40,      9.63,     11.34,      0.00,      5.64,      7.78,    301.90,    340.05,    368.81,
   77.3529,    -99.00,      9.64,     11.34,      0.00,      5.64,      7.32,    301.90,    340.05,    368.81,
   77.3945,      9.40,      9.64,     11.39,      0.21,      5.45,      6.92,    301.90,    340.05,    368.81,
   77.4363,      9.40,      9.63,     11.52,      0.58,      5.04,      6.49,    301.90,    340.05,    368.81,
   77.4780,      9.40,      9.62,     11.71,      0.00,      5.64,      6.12,    301.90,    340.05,    368.81,
   77.5196,    -99.00,      9.62,     11.94,      0.00,      5.64,      5.73,    301.90,    340.05,    368.81,
   77.5612,    -99.00,      9.62,     12.19,      0.00,      5.66,      5.31,    301.90,    340.05,    368.81,
   77.6031,    -99.00,      9.62,     12.44,      0.00,      5.63,      4.74,    301.90,    340.05,    368.81,
   77.6446,      9.40,      9.62,     12.57,      0.86,      4.78,      4.36,    301.90,    340.05,    368.81,
   77.6865,      9.40,      9.63,     12.48,      0.40,      5.24,      3.97,    301.90,    340.05,    368.81,
   77.7282,      9.40,      9.61,     12.26,      2.76,      2.88,      3.56,    301.90,    340.05,    368.81,
   77.7699,      9.40,      9.62,     12.04,      2.27,      3.38,      3.21,    301.90,    340.05,    368.81,
   77.8115,      9.40,      9.63,     11.93,      2.39,      3.25,      2.89,    301.90,    340.05,    368.81,
   77.8534,      9.40,      9.63,     11.87,      2.45,      3.19,      2.48,    301.90,    340.05,    368.81,
   77.8950,      9.40,      9.63,     11.84,      2.93,      2.71,      1.98,    301.90,    340.05,    368.81,
   77.9368,      9.40,      9.63,     11.81,      2.99,      2.65,      1.57,    301.90,    340.05,    368.81,
   77.9784,      9.41,      9.62,     11.78,      4.23,      1.41,      1.17,    301.90,    340.05,    368.81,
   78.0200,      9.41,      9.61,     11.74,      4.22,      1.42,      0.79,    301.90,    340.05,    368.81,
   78.0617,      9.41,      9.61,     11.69,      4.22,      1.42,      0.43,    301.90,    340.05,    368.81,
   78.1034,      9.41,      9.60,     11.63,      4.25,      1.39,      0.08,    301.90,    340.05,    368.81,
   78.1451,      9.42,      9.60,     11.60,      4.91,      0.73,      0.00,    301.90,    340.05,    368.81,
   78.1867,      9.42,      9.60,    -99.00,      4.36,      1.28,      0.00,    301.90,    340.05,    368.81,
   78.2285,      9.42,      9.61,    -99.00,      5.09,      0.55,      0.00,    301.90,    340.05,    368.81,
   78.2702,      9.42,      9.61,    -99.00,      5.10,      0.53,      0.00,    301.90,    340.05,    368.81,
   78.3118,      9.42,      9.61,    -99.00,      5.05,      0.59,      0.00,    301.90,    340.05,    368.81,
   78.3535,      9.42,      9.61,    -99.00,      4.96,      0.66,      0.00,    301.90,    340.05,    368.81,
   78.3955,      9.42,      9.62,    -99.00,      5.01,      0.64,      0.00,    301.90,    340.05,    368.81,
   78.4369,      9.42,      9.62,    -99.00,      4.42,      1.22,      0.00,    301.90,    340.05,    368.81,
   78.4788,      9.42,      9.63,    -99.00,      3.65,      1.97,      0.00,    301.90,    340.05,    368.81,
   78.5203,      9.42,      9.64,    -99.00,      3.25,      2.41,      0.00,    301.90,    340.05,    368.81,
   78.5623,      9.42,      9.64,    -99.00,      3.24,      2.40,      0.00,    301.90,    340.05,    368.81,
   78.6039,      9.42,      9.64,    -99.00,      3.27,      2.36,      0.00,    301.90,    340.05,    368.81,
   78.6455,      9.42,      9.64,    -99.00,      3.85,      1.80,      0.00,    301.90,    340.05,    368.81,
   78.6874,      9.43,      9.64,    -99.00,      4.77,      0.87,      0.00,    301.90,    340.05,    368.81,
   78.7291,      9.44,      9.64,    -99.00,      5.46,      0.19,      0.00,    301.90,    340.05,    368.81,
   78.7708,      9.44,      9.65,    -99.00,      5.58,      0.04,      0.00,    301.90,    340.05,    368.81,
   78.8125,      9.44,      9.66,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   78.8540,      9.44,    -99.00,    -99.00,      5.66,      0.00,      0.00,    301.90,    340.05,    368.81,
   78.8958,      9.44,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   78.9375,      9.44,    -99.00,    -99.00,      5.63,      0.00,      0.00,    301.90,    340.05,    368.81,
   78.9791,      9.44,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.0208,      9.45,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.0624,      9.46,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.1042,      9.46,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.1459,      9.46,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.1876,      9.45,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.2293,      9.44,      9.69,    -99.00,      5.58,      0.06,      0.00,    301.90,    340.05,    368.81,
   79.2709,      9.43,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.3129,      9.43,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.3546,      9.43,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.3962,      9.44,      9.70,    -99.00,      5.52,      0.12,      0.00,    301.90,    340.05,    368.81,
   79.4378,      9.44,      9.73,    -99.00,      5.20,      0.44,      0.00,    301.90,    340.05,    368.81,
   79.4794,      9.44,      9.73,    -99.00,      5.30,      0.34,      0.00,    301.90,    340.05,    368.81,
   79.5214,      9.44,      9.75,    -99.00,      4.78,      0.86,      0.00,    301.90,    340.05,    368.81,
   79.5630,      9.44,      9.74,    -99.00,      4.77,      0.87,      0.00,    301.90,    340.05,    368.81,
   79.6046,      9.44,      9.74,    -99.00,      4.72,      0.92,      0.00,    301.90,    340.05,    368.81,
   79.6463,      9.44,      9.71,    -99.00,      5.22,      0.43,      0.00,    301.90,    340.05,    368.81,
   79.6879,      9.44,      9.70,    -99.00,      5.20,      0.44,      0.00,    301.90,    340.05,    368.81,
   79.7299,      9.44,      9.68,    -99.00,      5.60,      0.05,      0.00,    301.90,    340.05,    368.81,
   79.7716,      9.44,      9.66,    -99.00,      5.59,      0.05,      0.00,    301.90,    340.05,    368.81,
   79.8132,      9.44,      9.65,    -99.00,      5.57,      0.08,      0.00,    301.90,    340.05,    368.81,
   79.8549,      9.44,      9.65,    -99.00,      5.62,      0.03,      0.00,    301.90,    340.05,    368.81,
   79.8966,      9.44,      9.64,    -99.00,      5.63,      0.01,      0.00,    301.90,    340.05,    368.81,
   79.9382,      9.44,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   79.9799,      9.44,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.0216,      9.44,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.0633,      9.45,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.1050,      9.45,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.1467,      9.45,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.1884,      9.45,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.2300,      9.45,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.2717,      9.46,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.3134,      9.46,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.3554,      9.46,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.3971,      9.46,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.4387,      9.47,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.4804,      9.47,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.5221,      9.47,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.5637,      9.47,    -99.00,    -99.00,      5.64,      0.00,      0.00,    301.90,    340.05,    368.81,
   80.6055,      9.47,    -99.00,    -99.00,      5.63,      0.00,      0.00,    301.90,    340.05,    368.81,
